master_run_number,chirp_rate,fraction,CA+_mean,CA+_std_dev,CA+_percentile_0,CA+_percentile_10,CA+_percentile_20,CA+_percentile_30,CA+_percentile_40,CA+_percentile_50,CA+_percentile_60,CA+_percentile_70,CA+_percentile_80,CA+_percentile_90,CA+_percentile_100,CA-_mean,CA-_std_dev,CA-_percentile_0,CA-_percentile_10,CA-_percentile_20,CA-_percentile_30,CA-_percentile_40,CA-_percentile_50,CA-_percentile_60,CA-_percentile_70,CA-_percentile_80,CA-_percentile_90,CA-_percentile_100
15795,25.09626,0.5788430769439017,3942.7206470588235,1986.6779964132393,-3367.0,1437.6000000000004,2295.0,2909.0,3419.0,3891.0,4409.0,4958.0,5593.0,6458.0,11926.0,3942.7206470588235,1986.6779964132393,-3367.0,1437.6000000000004,2295.0,2909.0,3419.0,3891.0,4409.0,4958.0,5593.0,6458.0,11926.0
15795,25.09514,0.6364716801336658,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09241,0.4426235706181309,4385.075882352941,2000.9286596935547,-3128.0,1870.6000000000004,2716.0,3344.0,3875.0,4376.0,4857.0,5405.0,6049.0,6906.0,12524.0,4385.075882352941,2000.9286596935547,-3128.0,1870.6000000000004,2716.0,3344.0,3875.0,4376.0,4857.0,5405.0,6049.0,6906.0,12524.0
15795,25.09241,0.4426235706181309,3112.8378761061945,2025.0828816496996,-3492.0,529.0,1430.0,2065.0,2598.0,3087.0,3572.0,4122.0,4777.0,5710.0,11970.0,3112.8378761061945,2025.0828816496996,-3492.0,529.0,1430.0,2065.0,2598.0,3087.0,3572.0,4122.0,4777.0,5710.0,11970.0
15795,25.09227,0.4501727817680075,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09521,0.6225455981757716,4402.092529411765,2034.927322585014,-3430.0,1827.0,2708.0,3352.0,3887.0,4394.0,4898.0,5417.0,6065.0,6994.4000000000015,13377.0,4402.092529411765,2034.927322585014,-3430.0,1827.0,2708.0,3352.0,3887.0,4394.0,4898.0,5417.0,6065.0,6994.4000000000015,13377.0
15795,25.09521,0.6225455981757716,4272.430705882353,2031.3862312741242,-3165.0,1681.0,2582.0,3225.0,3762.0,4279.0,4785.0,5314.0,5928.0,6838.0,13009.0,4272.430705882353,2031.3862312741242,-3165.0,1681.0,2582.0,3225.0,3762.0,4279.0,4785.0,5314.0,5928.0,6838.0,13009.0
15795,25.09318,0.5552931872404937,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09486,0.440528423728916,4396.652,1955.8892872136644,-2790.0,1898.6000000000004,2772.0,3392.0,3903.0,4386.0,4861.0,5365.199999999997,5984.0,6886.0,12681.0,4396.652,1955.8892872136644,-2790.0,1898.6000000000004,2772.0,3392.0,3903.0,4386.0,4861.0,5365.199999999997,5984.0,6886.0,12681.0
15795,25.09486,0.440528423728916,4316.898470588235,2006.222164707181,-3428.0,1778.0,2650.2000000000007,3281.0,3811.0,4312.0,4805.0,5338.0,5961.0,6834.0,13054.0,4316.898470588235,2006.222164707181,-3428.0,1778.0,2650.2000000000007,3281.0,3811.0,4312.0,4805.0,5338.0,5961.0,6834.0,13054.0
15795,25.09563,0.4486023796063286,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.0922,0.5276378598646565,4308.675411764706,1960.533623110902,-3269.0,1807.0,2704.0,3304.0,3807.0,4298.0,4761.0,5296.0,5924.0,6793.4000000000015,13084.0,4308.675411764706,1960.533623110902,-3269.0,1807.0,2704.0,3304.0,3807.0,4298.0,4761.0,5296.0,5924.0,6793.4000000000015,13084.0
15795,25.0922,0.5276378598646565,4270.144601769912,2047.125678053303,-4216.0,1704.6000000000004,2574.0,3200.0,3758.0,4255.0,4756.0,5283.199999999997,5904.0,6854.0,12973.0,4270.144601769912,2047.125678053303,-4216.0,1704.6000000000004,2574.0,3200.0,3758.0,4255.0,4756.0,5283.199999999997,5904.0,6854.0,12973.0
15795,25.09458,0.5912007632810188,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09409,0.5057245334333449,4552.858941176471,2003.0421439538784,-3639.0,1980.0,2904.2000000000007,3521.0,4089.0,4584.0,5075.0,5586.0,6189.0,7035.0,12645.0,4552.858941176471,2003.0421439538784,-3639.0,1980.0,2904.2000000000007,3521.0,4089.0,4584.0,5075.0,5586.0,6189.0,7035.0,12645.0
15795,25.09409,0.5057245334333449,3914.325705882353,1979.7158467161917,-4394.0,1402.0,2263.0,2893.0,3435.0,3900.0,4389.0,4907.199999999997,5536.0,6430.0,11785.0,3914.325705882353,1979.7158467161917,-4394.0,1402.0,2263.0,2893.0,3435.0,3900.0,4389.0,4907.199999999997,5536.0,6430.0,11785.0
15795,25.09535,0.6503832865162229,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09381,0.4403418020379861,4566.811504424779,1988.0169926915814,-2484.0,2051.6000000000004,2893.0,3533.0,4081.0,4572.0,5059.999999999998,5566.0,6181.0,7087.0,12709.0,4566.811504424779,1988.0169926915814,-2484.0,2051.6000000000004,2893.0,3533.0,4081.0,4572.0,5059.999999999998,5566.0,6181.0,7087.0,12709.0
15795,25.09381,0.4403418020379861,4147.112566371681,2011.135297382789,-3290.0,1592.0,2492.2000000000007,3099.0,3649.0,4134.0,4627.0,5136.0,5791.0,6712.4000000000015,12981.0,4147.112566371681,2011.135297382789,-3290.0,1592.0,2492.2000000000007,3099.0,3649.0,4134.0,4627.0,5136.0,5791.0,6712.4000000000015,12981.0
15795,25.0943,0.6065021459043102,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09157,0.6330367323608294,4204.341882352941,2020.5160755868023,-2914.0,1665.6000000000004,2507.0,3143.0,3690.0,4193.0,4692.0,5232.0,5843.0,6737.0,13156.0,4204.341882352941,2020.5160755868023,-2914.0,1665.6000000000004,2507.0,3143.0,3690.0,4193.0,4692.0,5232.0,5843.0,6737.0,13156.0
15795,25.09157,0.6330367323608294,4092.6461356932155,2035.8465223362655,-4074.0,1498.6000000000004,2400.0,3043.0,3572.0,4090.0,4619.0,5152.0,5783.0,6684.0,13227.0,4092.6461356932155,2035.8465223362655,-4074.0,1498.6000000000004,2400.0,3043.0,3572.0,4090.0,4619.0,5152.0,5783.0,6684.0,13227.0
15795,25.09332,0.4972685683718102,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09507,0.5753092671746172,4161.446666666667,2006.6112976605405,-2790.0,1613.0,2507.0,3135.0,3654.0,4153.0,4652.0,5163.0,5803.0,6688.0,12061.0,4161.446666666667,2006.6112976605405,-2790.0,1613.0,2507.0,3135.0,3654.0,4153.0,4652.0,5163.0,5803.0,6688.0,12061.0
15795,25.09507,0.5753092671746172,4240.403470588235,2023.8231994042312,-3537.0,1669.0,2566.0,3192.0,3742.0,4239.0,4732.0,5270.0,5888.0,6793.4000000000015,12880.0,4240.403470588235,2023.8231994042312,-3537.0,1669.0,2566.0,3192.0,3742.0,4239.0,4732.0,5270.0,5888.0,6793.4000000000015,12880.0
15795,25.09696,0.4482295204687253,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.095,0.551644495315867,4081.686,2013.1132776909908,-3868.0,1525.0,2410.0,3070.0,3598.0,4089.0,4572.0,5095.0,5702.0,6604.0,12371.0,4081.686,2013.1132776909908,-3868.0,1525.0,2410.0,3070.0,3598.0,4089.0,4572.0,5095.0,5702.0,6604.0,12371.0
15795,25.095,0.551644495315867,5142.509439528024,2058.9511104063736,-2935.0,2529.0,3419.0,4065.0,4627.0,5148.0,5658.0,6215.0,6826.0,7735.0,13813.0,5142.509439528024,2058.9511104063736,-2935.0,2529.0,3419.0,4065.0,4627.0,5148.0,5658.0,6215.0,6826.0,7735.0,13813.0
15795,25.09444,0.5482013221578461,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09682,0.6021485999879066,4170.608529411765,2013.1108329232973,-3574.0,1628.6000000000004,2487.0,3131.0,3650.0,4149.0,4656.0,5191.0,5827.0,6709.0,12432.0,4170.608529411765,2013.1108329232973,-3574.0,1628.6000000000004,2487.0,3131.0,3650.0,4149.0,4656.0,5191.0,5827.0,6709.0,12432.0
